Pos,P+,Artist and Title,Days,Pk,(x?),Streams,Streams+,7Day,7Day+,Total,country_url
166,-1,Olivia Rodrigo - maggots for brains,46.0,5.0,,1239474.0,10463.0,7382308.0,-68724.0,95842241.0,https://kworb.net/spotify/country/global_daily.html
167,RE,Jimin - Who,732.0,1.0,(x20),1239450.0,,7535489.0,-620.0,2479438430.0,https://kworb.net/spotify/country/global_daily.html
168,-4,The Outfield - Your Love,191.0,95.0,,1235306.0,-636.0,8900355.0,-150963.0,257605524.0,https://kworb.net/spotify/country/global_daily.html
169,+24,Jung Kook - Seven (w/ Latto),1095.0,1.0,(x71),1233828.0,67799.0,8515803.0,1233828.0,2815744844.0,https://kworb.net/spotify/country/global_daily.html
170,+6,AC/DC - Thunderstruck,136.0,104.0,,1233596.0,34949.0,8575162.0,-36631.0,169369930.0,https://kworb.net/spotify/country/global_daily.html
171,+28,The Chainsmokers - Closer (w/ Halsey),1888.0,1.0,(x82),1229012.0,71597.0,7298170.0,-11529.0,2377850323.0,https://kworb.net/spotify/country/global_daily.html
172,-16,Plain White T's - Hey There Delilah,33.0,131.0,,1228308.0,-15417.0,8578692.0,-31227.0,40890338.0,https://kworb.net/spotify/country/global_daily.html
173,+2,Tom Odell - Another Love,1842.0,11.0,,1223009.0,23790.0,6159232.0,1112.0,3095297236.0,https://kworb.net/spotify/country/global_daily.html
174,+10,Raim Laode - Iqro',36.0,78.0,,1221183.0,37864.0,6289244.0,-13713.0,45582340.0,https://kworb.net/spotify/country/global_daily.html
175,RE,Gracie Abrams - Thatâs So True,628.0,3.0,(x7),1220224.0,,3659136.0,1220224.0,1769189713.0,https://kworb.net/spotify/country/global_daily.html
176,-6,Ed Sheeran - Perfect,3185.0,3.0,(x1),1216350.0,1074.0,8596274.0,-24521.0,3695458270.0,https://kworb.net/spotify/country/global_daily.html
177,-3,The Script - The Man Who Can't Be Moved,278.0,79.0,,1214107.0,13903.0,5971818.0,-58206.0,376732738.0,https://kworb.net/spotify/country/global_daily.html
178,+17,Lil Baby - Dead Fresh,2.0,178.0,,1213788.0,51296.0,2376280.0,1213788.0,2376280.0,https://kworb.net/spotify/country/global_daily.html
179,+2,Bella Kay - iloveitiloveitiloveit,158.0,12.0,,1213602.0,21015.0,7271615.0,-48823.0,344952495.0,https://kworb.net/spotify/country/global_daily.html
180,-12,Bruno Mars - When I Was Your Man,1588.0,28.0,,1212553.0,-6179.0,7306926.0,-27018.0,1831601993.0,https://kworb.net/spotify/country/global_daily.html
181,+17,Eminem - Without Me,1737.0,29.0,,1211896.0,53878.0,7363704.0,-17242.0,2171997024.0,https://kworb.net/spotify/country/global_daily.html
182,+7,"W Sound - La Plena - W Sound 05 (w/ BeÃ©le, Ovy On The Drums)",505.0,4.0,,1211607.0,39195.0,8627320.0,-150452.0,1164191665.0,https://kworb.net/spotify/country/global_daily.html
183,-17,Olivia Rodrigo - less,46.0,13.0,,1211267.0,-14755.0,7391350.0,-88202.0,90697419.0,https://kworb.net/spotify/country/global_daily.html
184,-1,Carly Rae Jepsen - Call Me Maybe,8.0,173.0,,1211084.0,23621.0,8549380.0,1211084.0,9718449.0,https://kworb.net/spotify/country/global_daily.html
185,-12,BTS - Body to Body,129.0,2.0,(x6),1209760.0,1742.0,6250851.0,-82792.0,320303227.0,https://kworb.net/spotify/country/global_daily.html
186,-19,Natasha Bedingfield - Unwritten,551.0,14.0,,1205948.0,-17150.0,8520747.0,-98009.0,918901762.0,https://kworb.net/spotify/country/global_daily.html
187,+7,Twenty One Pilots - Stressed Out,966.0,5.0,,1201843.0,39043.0,4845336.0,1201843.0,985475716.0,https://kworb.net/spotify/country/global_daily.html
188,-6,She & Him - I Thought I Saw Your Face Today,219.0,12.0,,1201139.0,10610.0,3536279.0,-50326.0,434353783.0,https://kworb.net/spotify/country/global_daily.html
189,-27,Lenin RamÃ­rez - Todo Lo Fue,172.0,53.0,,1198945.0,-37890.0,9306276.0,-56741.0,253631787.0,https://kworb.net/spotify/country/global_daily.html
190,-13,Noah Kahan - Orbiter,29.0,136.0,,1198474.0,2485.0,5930377.0,-82952.0,35785176.0,https://kworb.net/spotify/country/global_daily.html
191,+1,Drake - Passionfruit,455.0,2.0,(x16),1195989.0,29357.0,4639832.0,1195989.0,563663173.0,https://kworb.net/spotify/country/global_daily.html
192,-12,Fuerza Regida - COQUETA (w/ Grupo Frontera),437.0,76.0,,1195698.0,-136.0,8746334.0,-23802.0,605606066.0,https://kworb.net/spotify/country/global_daily.html
193,-14,a-ha - Take on Me - 2015 Remaster,57.0,111.0,,1193322.0,-2597.0,8710619.0,-165002.0,72584675.0,https://kworb.net/spotify/country/global_daily.html
194,-6,Kings of Leon - Sex on Fire,116.0,99.0,,1192981.0,20339.0,8322748.0,-13085.0,140031428.0,https://kworb.net/spotify/country/global_daily.html
195,-10,Mauvais djo - PilÃ©,28.0,135.0,,1192067.0,11962.0,7494081.0,-27354.0,34591215.0,https://kworb.net/spotify/country/global_daily.html
196,RE,J Balvin - LA CANCIÃN (w/ Bad Bunny),1061.0,7.0,,1191646.0,,7294389.0,766.0,1390457201.0,https://kworb.net/spotify/country/global_daily.html
197,-6,Raim Laode - Dunia Yang Nanti,6.0,98.0,,1189983.0,22319.0,4925562.0,1189983.0,7323001.0,https://kworb.net/spotify/country/global_daily.html
198,RE,"Oldilla - Cuida do Pet (w/ Mc Iguinho Ct, MC Willian, Aaron Modesto, Mc NegÃ£o Original, DU'L, Dj Aladin GDB)",5.0,126.0,,1186049.0,,5023578.0,1186049.0,6251521.0,https://kworb.net/spotify/country/global_daily.html
199,-9,Coldplay - The Scientist,989.0,63.0,,1185401.0,14551.0,2356251.0,1185401.0,937594893.0,https://kworb.net/spotify/country/global_daily.html
200,=,Lana Del Rey - Summertime Sadness,1135.0,74.0,,1185174.0,27947.0,2342401.0,-5033.0,1466840467.0,https://kworb.net/spotify/country/global_daily.html
1,=,Ella Langley - Choosin' Texas,285.0,1.0,(x73),1432217.0,-3401.0,10706883.0,-18233.0,365116747.0,https://kworb.net/spotify/country/us_daily.html
2,=,Malcolm Todd - Earrings,206.0,1.0,(x1),1111281.0,-3699.0,7829889.0,-59616.0,171504723.0,https://kworb.net/spotify/country/us_daily.html
3,+1,Olivia Rodrigo - stupid song,47.0,1.0,(x12),980967.0,33876.0,6678496.0,-8851.0,66825430.0,https://kworb.net/spotify/country/us_daily.html
4,-1,Morgan Wallen - Been By Now,5.0,1.0,(x1),968119.0,-89822.0,6307898.0,968119.0,6307898.0,https://kworb.net/spotify/country/us_daily.html
5,=,Ariana Grande - hate that i made you love me,61.0,1.0,(x4),887679.0,31566.0,6069749.0,-40510.0,72302157.0,https://kworb.net/spotify/country/us_daily.html
6,=,Olivia Rodrigo - the cure,68.0,1.0,(x1),862558.0,24531.0,5908811.0,-8315.0,81700666.0,https://kworb.net/spotify/country/us_daily.html
7,=,The Killers - Mr. Brightside,2158.0,5.0,,799920.0,-18438.0,5770084.0,-52061.0,843224873.0,https://kworb.net/spotify/country/us_daily.html
8,=,Dominic Fike - Babydoll,391.0,1.0,(x11),781635.0,1428.0,5591049.0,-34234.0,278055499.0,https://kworb.net/spotify/country/us_daily.html
9,+3,Drake - Janice STFU,75.0,1.0,(x10),749627.0,25686.0,5348138.0,-31329.0,96302105.0,https://kworb.net/spotify/country/us_daily.html
10,=,Mac Miller - Cinderella (w/ Ty Dolla $ign),144.0,6.0,,735765.0,7688.0,5233616.0,-60027.0,84398793.0,https://kworb.net/spotify/country/us_daily.html
11,-2,Olivia Dean - Man I Need,343.0,1.0,(x2),717192.0,-19745.0,5294513.0,-3165.0,339206730.0,https://kworb.net/spotify/country/us_daily.html
12,+1,Ella Langley - Be Her,166.0,3.0,(x5),716418.0,12030.0,5175786.0,-24033.0,145819337.0,https://kworb.net/spotify/country/us_daily.html
13,+3,Michael Jackson - Billie Jean,217.0,2.0,(x1),712794.0,30856.0,5005780.0,18238.0,130776073.0,https://kworb.net/spotify/country/us_daily.html
14,+1,KATSEYE - Animal,5.0,4.0,,706467.0,10909.0,3914976.0,706467.0,3914976.0,https://kworb.net/spotify/country/us_daily.html
15,-4,Ella Langley - weren't for the wind,469.0,7.0,,702505.0,-23876.0,5311349.0,-20821.0,252093198.0,https://kworb.net/spotify/country/us_daily.html
16,-2,STELLA LEFTY - Boston,112.0,11.0,,700749.0,275.0,5091672.0,-25303.0,66678366.0,https://kworb.net/spotify/country/us_daily.html
17,+1,Lil Baby - Dead Fresh,12.0,17.0,,696501.0,39864.0,4494136.0,186201.0,6639432.0,https://kworb.net/spotify/country/us_daily.html
18,-1,Olivia Rodrigo - drop dead,103.0,1.0,(x11),676679.0,18328.0,4763806.0,-33372.0,117841696.0,https://kworb.net/spotify/country/us_daily.html
19,+1,pupsies - misery.,32.0,15.0,,651105.0,-1442.0,4662498.0,-54353.0,18749495.0,https://kworb.net/spotify/country/us_daily.html
20,+1,Whiskey Myers - Broken Window Serenade,363.0,17.0,,645374.0,4107.0,4470757.0,13616.0,183598753.0,https://kworb.net/spotify/country/us_daily.html
21,-2,Fleetwood Mac - Dreams - 2001 Remaster,106.0,9.0,,634111.0,-20258.0,4770690.0,-38459.0,75354021.0,https://kworb.net/spotify/country/us_daily.html
22,=,Morgan Wallen - I Got Better,439.0,4.0,,631247.0,23715.0,4508696.0,39523.0,311670162.0,https://kworb.net/spotify/country/us_daily.html
23,=,Justin Bieber - Beauty And A Beat (w/ Nicki Minaj),112.0,2.0,(x2),594472.0,14896.0,4247046.0,45052.0,88226423.0,https://kworb.net/spotify/country/us_daily.html
24,+1,Ella Langley - I Can't Love You Anymore (w/ Morgan Wallen),96.0,13.0,,579030.0,15498.0,4087295.0,38495.0,63512082.0,https://kworb.net/spotify/country/us_daily.html
25,+1,Temper City - Self Aware,106.0,18.0,,575641.0,17056.0,3976643.0,-101984.0,54246423.0,https://kworb.net/spotify/country/us_daily.html
26,+1,Oasis - Wonderwall - Remastered,27.0,6.0,,558677.0,2857.0,4104684.0,-81838.0,14850821.0,https://kworb.net/spotify/country/us_daily.html
27,+2,Olivia Dean - So Easy (To Fall In Love),305.0,4.0,,557666.0,14437.0,3959867.0,11560.0,235414771.0,https://kworb.net/spotify/country/us_daily.html
28,=,Noah Kahan - Orbiter,95.0,21.0,,557603.0,2880.0,3901035.0,-35719.0,51718750.0,https://kworb.net/spotify/country/us_daily.html
29,-5,Michael Jackson - Chicago,94.0,8.0,,555841.0,-8697.0,4094680.0,-58111.0,70246363.0,https://kworb.net/spotify/country/us_daily.html
30,+1,Shakira - Dai Dai (w/ Burna Boy),35.0,13.0,,539830.0,17193.0,4111556.0,-164379.0,14711509.0,https://kworb.net/spotify/country/us_daily.html
31,+2,The Goo Goo Dolls - Iris,876.0,9.0,,534050.0,16061.0,3675430.0,-38909.0,444485527.0,https://kworb.net/spotify/country/us_daily.html
32,+6,Alex Warren - Ordinary,537.0,1.0,(x13),523192.0,24535.0,3632060.0,-7022.0,456704582.0,https://kworb.net/spotify/country/us_daily.html
33,+2,Alyssa Grace - bloodstream,37.0,33.0,,520222.0,9169.0,3310708.0,93450.0,14891112.0,https://kworb.net/spotify/country/us_daily.html
34,-2,Dexter and The Moonrocks - Freakinâ Out,127.0,13.0,,518767.0,767.0,3676334.0,-34324.0,79980486.0,https://kworb.net/spotify/country/us_daily.html
35,-5,Morgan Wallen - I'm The Problem,543.0,1.0,(x1),517364.0,-7398.0,3379567.0,43366.0,322438018.0,https://kworb.net/spotify/country/us_daily.html
36,-2,F3miii - NOBLE,93.0,17.0,,515497.0,4311.0,3515038.0,34878.0,48641606.0,https://kworb.net/spotify/country/us_daily.html
37,+3,sombr - back to friends,498.0,1.0,(x2),513447.0,27420.0,3424923.0,15359.0,416567902.0,https://kworb.net/spotify/country/us_daily.html
38,-2,Olivia Rodrigo - honeybee,47.0,2.0,(x1),512741.0,8300.0,3569280.0,-45095.0,43014393.0,https://kworb.net/spotify/country/us_daily.html
39,=,Don Toliver - E85,180.0,4.0,,501904.0,8693.0,3581076.0,-14769.0,147463513.0,https://kworb.net/spotify/country/us_daily.html
40,+1,Michael Jackson - Beat It,97.0,8.0,,492695.0,11724.0,3521385.0,-14043.0,67367101.0,https://kworb.net/spotify/country/us_daily.html
41,+4,Radiohead - Creep,789.0,9.0,,491389.0,14683.0,3397872.0,41153.0,377363179.0,https://kworb.net/spotify/country/us_daily.html
42,+6,Olivia Rodrigo - expectations,47.0,8.0,,490928.0,17458.0,3362259.0,-2124.0,36583642.0,https://kworb.net/spotify/country/us_daily.html
43,+1,"Taylor Swift - I Knew It, I Knew You",54.0,1.0,(x2),490010.0,13079.0,3505363.0,-57606.0,45051340.0,https://kworb.net/spotify/country/us_daily.html
44,+3,Katy Perry - The One That Got Away,122.0,33.0,,489243.0,14756.0,3398758.0,15649.0,61223893.0,https://kworb.net/spotify/country/us_daily.html
45,+1,The Neighbourhood - Sweater Weather,2358.0,7.0,,487828.0,12816.0,3403949.0,-33095.0,1114271255.0,https://kworb.net/spotify/country/us_daily.html
46,-9,Post Malone - I Had Some Help (Feat. Morgan Wallen) (w/ Morgan Wallen),808.0,1.0,(x6),487618.0,-15111.0,3647867.0,-34268.0,736645700.0,https://kworb.net/spotify/country/us_daily.html
47,-4,Arctic Monkeys - 505,1960.0,13.0,,484355.0,5662.0,3387148.0,-5035.0,823895642.0,https://kworb.net/spotify/country/us_daily.html
48,+1,PinkPantheress - Stateside + Zara Larsson (w/ Zara Larsson),207.0,1.0,(x9),472934.0,3869.0,3449652.0,-35789.0,174939561.0,https://kworb.net/spotify/country/us_daily.html
49,-7,Bad Bunny - DtMF,569.0,1.0,(x43),466291.0,-13285.0,3529889.0,-38504.0,435882380.0,https://kworb.net/spotify/country/us_daily.html
50,=,Noah Kahan - Willing and Able,95.0,11.0,,462360.0,5627.0,3259445.0,-25985.0,51597887.0,https://kworb.net/spotify/country/us_daily.html
51,=,Olivia Rodrigo - maggots for brains,47.0,3.0,(x1),459497.0,9396.0,3191136.0,-28162.0,37172254.0,https://kworb.net/spotify/country/us_daily.html
52,+7,Djo - End of Beginning,778.0,1.0,(x13),456630.0,26305.0,3216353.0,-57007.0,508539591.0,https://kworb.net/spotify/country/us_daily.html
53,+8,Taylor Swift - The Fate of Ophelia,299.0,1.0,(x56),453994.0,28895.0,3091553.0,16315.0,320591391.0,https://kworb.net/spotify/country/us_daily.html
54,-1,"Drake - One Dance (w/ Wizkid, Kyla)",1284.0,1.0,(x103),453832.0,9826.0,3177235.0,20099.0,663664918.0,https://kworb.net/spotify/country/us_daily.html
55,+2,Gigi Perez - Sailor Song,728.0,3.0,(x5),448703.0,10025.0,3094202.0,-32165.0,517634306.0,https://kworb.net/spotify/country/us_daily.html
56,+2,SIENNA SPIRO - Great Expectation,21.0,52.0,,447517.0,12536.0,3010418.0,-12551.0,8874310.0,https://kworb.net/spotify/country/us_daily.html
57,+3,Justin Bieber - DAISIES,379.0,1.0,(x9),446637.0,16643.0,3189016.0,-33005.0,239779496.0,https://kworb.net/spotify/country/us_daily.html
58,+4,Foo Fighters - Everlong,1105.0,36.0,,443094.0,22409.0,2976890.0,17257.0,398601068.0,https://kworb.net/spotify/country/us_daily.html
59,-7,Ella Langley - you look like you love me (w/ Riley Green),232.0,22.0,,441359.0,-3783.0,3338857.0,5711.0,104536069.0,https://kworb.net/spotify/country/us_daily.html
60,-6,Vance Joy - Riptide,1561.0,12.0,,439714.0,-2293.0,3131048.0,-33286.0,445367689.0,https://kworb.net/spotify/country/us_daily.html
61,-5,Noah Kahan - Stick Season,1347.0,1.0,(x2),423915.0,-15702.0,3100625.0,-5645.0,805176211.0,https://kworb.net/spotify/country/us_daily.html
62,-7,BigXthaPlug - Hell At Night (w/ Ella Langley),345.0,19.0,,420156.0,-20075.0,3111975.0,8838.0,155000197.0,https://kworb.net/spotify/country/us_daily.html
63,+3,Bella Kay - iloveitiloveitiloveit,168.0,4.0,,412566.0,7961.0,2916106.0,-26818.0,118408487.0,https://kworb.net/spotify/country/us_daily.html
64,=,Olivia Rodrigo - whatâs wrong with me (w/ Robert Smith),47.0,6.0,,410817.0,-1231.0,2929557.0,-27904.0,34353594.0,https://kworb.net/spotify/country/us_daily.html
65,+4,Rihanna - Don't Stop The Music,284.0,26.0,,409504.0,12801.0,2908941.0,-10749.0,109915836.0,https://kworb.net/spotify/country/us_daily.html
66,+1,Zach Bryan - I Remember Everything (w/ Kacey Musgraves),1067.0,1.0,(x7),407949.0,5104.0,2899983.0,18606.0,824464524.0,https://kworb.net/spotify/country/us_daily.html
67,+4,Ravyn Lenae - Love Me Not,506.0,5.0,,407079.0,13231.0,2878205.0,-24622.0,303641654.0,https://kworb.net/spotify/country/us_daily.html
68,+7,"HUNTR/X - Golden (w/ EJae, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast)",402.0,1.0,(x71),399793.0,9495.0,2909760.0,-13086.0,432504556.0,https://kworb.net/spotify/country/us_daily.html
69,+1,Bruno Mars - Risk It All,152.0,1.0,(x7),399237.0,4815.0,2838619.0,-14743.0,110857202.0,https://kworb.net/spotify/country/us_daily.html
70,-2,Chris Stapleton - Tennessee Whiskey,1960.0,34.0,,397776.0,-4174.0,2855861.0,-4254.0,623025876.0,https://kworb.net/spotify/country/us_daily.html
71,-8,Noah Kahan - Doors,96.0,1.0,(x1),397200.0,-17288.0,2962088.0,-50261.0,62387833.0,https://kworb.net/spotify/country/us_daily.html
72,+13,Evanescence - Bring Me To Life,313.0,72.0,,396840.0,17332.0,2749923.0,6861.0,112030767.0,https://kworb.net/spotify/country/us_daily.html
73,=,Olivia Rodrigo - less,47.0,12.0,,396079.0,4099.0,2790371.0,-31740.0,31639132.0,https://kworb.net/spotify/country/us_daily.html
74,+5,Olivia Rodrigo - my way,47.0,6.0,,393686.0,9721.0,2767524.0,-25355.0,34312713.0,https://kworb.net/spotify/country/us_daily.html
75,+6,Benson Boone - Beautiful Things,921.0,1.0,(x5),393196.0,10706.0,2818256.0,-1338.0,707702036.0,https://kworb.net/spotify/country/us_daily.html
76,-2,Sam Fender - Rein Me In (w/ Olivia Dean),132.0,53.0,,391289.0,-25.0,2836324.0,-36129.0,54876087.0,https://kworb.net/spotify/country/us_daily.html
77,+17,Nirvana - Smells Like Teen Spirit - Remastered,683.0,65.0,,391094.0,18851.0,2737533.0,11935.0,211313908.0,https://kworb.net/spotify/country/us_daily.html
78,-2,Journey - Don't Stop Believin' (2022 Remaster),573.0,16.0,,389641.0,862.0,2881737.0,15075.0,229230304.0,https://kworb.net/spotify/country/us_daily.html
79,-1,sombr - Homewrecker,173.0,11.0,,387835.0,1770.0,2762116.0,-21760.0,98259152.0,https://kworb.net/spotify/country/us_daily.html
80,+4,Drake - Passionfruit,1318.0,1.0,(x13),387542.0,6416.0,2710616.0,6848.0,499519900.0,https://kworb.net/spotify/country/us_daily.html
81,-16,Mac Miller - The Spins (w/ Empire Of The Sun),130.0,37.0,,387377.0,-17899.0,2974801.0,-36634.0,64753336.0,https://kworb.net/spotify/country/us_daily.html
82,+19,Billie Eilish - BIRDS OF A FEATHER,801.0,2.0,(x10),387073.0,17352.0,2692539.0,4529.0,809290557.0,https://kworb.net/spotify/country/us_daily.html
83,=,Bruno Mars - I Just Might,201.0,1.0,(x9),385643.0,4411.0,2835769.0,19763.0,146165177.0,https://kworb.net/spotify/country/us_daily.html
84,-4,BabyChiefDoit - Ghetto Love Story,26.0,61.0,,382997.0,-878.0,2836830.0,-47816.0,10496302.0,https://kworb.net/spotify/country/us_daily.html
85,+15,Tame Impala - The Less I Know The Better,1352.0,46.0,,381562.0,11683.0,2640757.0,-5460.0,390338288.0,https://kworb.net/spotify/country/us_daily.html
86,+19,J. Cole - No Role Modelz,3776.0,7.0,,381433.0,19565.0,2626983.0,10094.0,1327302641.0,https://kworb.net/spotify/country/us_daily.html
87,-10,Shaboozey - A Bar Song (Tipsy),832.0,1.0,(x1),381047.0,-5115.0,2851558.0,-1833.0,716235592.0,https://kworb.net/spotify/country/us_daily.html
88,+10,Zara Larsson - Midnight Sun,190.0,60.0,,381043.0,10590.0,2757842.0,-15680.0,77017613.0,https://kworb.net/spotify/country/us_daily.html
89,-1,Drake - Headlines,503.0,22.0,,380339.0,4410.0,2685141.0,-2244.0,215243095.0,https://kworb.net/spotify/country/us_daily.html
90,-1,Creedence Clearwater Revival - Have You Ever Seen The Rain,439.0,64.0,,379987.0,4208.0,2732579.0,-1015.0,166654079.0,https://kworb.net/spotify/country/us_daily.html
91,=,"Tyler, The Creator - See You Again (w/ Kali Uchis)",1871.0,3.0,(x1),379632.0,5175.0,2650852.0,560.0,950877793.0,https://kworb.net/spotify/country/us_daily.html
92,-2,Yung Miami - Spend Dat,40.0,53.0,,378508.0,3308.0,2843094.0,-13320.0,15615997.0,https://kworb.net/spotify/country/us_daily.html
93,=,Nelly Furtado - Promiscuous (w/ Timbaland),503.0,28.0,,377451.0,5152.0,2799333.0,18214.0,174964446.0,https://kworb.net/spotify/country/us_daily.html
94,+12,Riley Green - Worst Way,565.0,34.0,,374730.0,12928.0,2678163.0,-11031.0,261103939.0,https://kworb.net/spotify/country/us_daily.html
95,+1,Olivia Rodrigo - u + me = <3,47.0,5.0,,374666.0,3106.0,2619380.0,-28930.0,32776234.0,https://kworb.net/spotify/country/us_daily.html
96,-1,"LE SSERAFIM - ICONIC BY MISTAKE (w/ ILLIT, KATSEYE)",47.0,26.0,,374438.0,2482.0,2734175.0,-27966.0,24747095.0,https://kworb.net/spotify/country/us_daily.html
